Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.0,0.0,0.0
2003-07-05,0.0,0.0,0.0
2003-07-06,0.0,0.0,0.0
2003-07-07,0.0,0.0,0.0
2003-07-08,0.0,0.0,0.0
2003-07-09,0.0,0.0,0.0
2003-07-10,0.0,0.0,0.0
2003-07-11,0.0,0.0,0.0
2003-07-12,0.0,0.0,0.0
2003-07-13,0.0,0.0,0.0
2003-07-14,0.0,0.0,0.0
2003-07-15,0.0,0.08,0.0
2003-07-16,0.30500000000000005,0.38,0.09
2003-07-17,0.29500000000000004,0.5,0.27
2003-07-18,0.8400000000000001,0.9,0.52
2003-07-19,1.2149999999999999,1.58,0.91
2003-07-20,2.245,2.88,1.59
2003-07-21,3.48,3.93,2.91
2003-07-22,5.15,6.16,3.96
2003-07-23,6.265000000000001,6.38,5.91
2003-07-24,5.2,5.89,4.61
2003-07-25,3.995,4.59,3.54
2003-07-26,3.17,3.52,2.93
2003-07-27,2.7,2.92,2.49
2003-07-28,2.2649999999999997,2.48,2.09
2003-07-29,1.925,2.08,1.8
2003-07-30,1.6600000000000001,1.8,1.54
2003-07-31,1.3900000000000001,1.53,1.27
2003-08-01,1.1400000000000001,1.27,1.05
2003-08-02,0.96,1.04,0.9
2003-08-03,0.855,0.9,0.83
2003-08-04,0.81,0.83,0.79
2003-08-05,0.78,0.79,0.78
2003-08-06,0.76,0.78,0.73
2003-08-07,0.675,0.73,0.63
2003-08-08,0.5800000000000001,0.63,0.54
2003-08-09,0.505,0.54,0.48
2003-08-10,0.45,0.48,0.42
2003-08-11,0.4,0.42,0.39
2003-08-12,0.44499999999999995,0.51,0.39
2003-08-13,0.615,0.7,0.51
2003-08-14,0.9450000000000001,1.24,0.71
2003-08-15,1.555,1.76,1.25
2003-08-16,1.81,1.82,1.77
2003-08-17,1.78,1.8,1.78
2003-08-18,1.78,1.8,1.72
2003-08-19,1.5899999999999999,1.72,1.48
2003-08-20,1.415,1.47,1.4
2003-08-21,1.935,2.65,1.48
2003-08-22,3.12,3.2,2.69
2003-08-23,2.555,2.98,2.21
2003-08-24,1.89,2.19,1.67
2003-08-25,1.49,1.66,1.39
2003-08-26,1.3,1.38,1.22
2003-08-27,1.145,1.22,1.09
2003-08-28,1.0350000000000001,1.09,0.98
2003-08-29,0.9099999999999999,0.97,0.86
2003-08-30,0.825,0.86,0.79
2003-08-31,0.745,0.79,0.7
2003-09-01,0.65,0.7,0.62
2003-09-02,0.575,0.61,0.54
2003-09-03,0.505,0.54,0.48
2003-09-04,0.45,0.48,0.43
2003-09-05,0.405,0.43,0.39
2003-09-06,0.375,0.39,0.36
2003-09-07,0.345,0.36,0.33
2003-09-08,0.325,0.33,0.32
2003-09-09,0.37,0.43,0.32
2003-09-10,0.46499999999999997,0.48,0.43
2003-09-11,0.47,0.48,0.47
2003-09-12,0.505,0.53,0.48
2003-09-13,0.535,0.54,0.53
2003-09-14,0.515,0.54,0.5
2003-09-15,0.5700000000000001,0.72,0.5
2003-09-16,1.055,1.21,0.73
2003-09-17,1.165,1.21,1.14
2003-09-18,1.115,1.14,1.05
2003-09-19,1.2200000000000002,1.55,1.04
2003-09-20,2.035,2.21,1.57
2003-09-21,2.045,2.21,1.8
2003-09-22,1.5499999999999998,1.79,1.39
2003-09-23,1.33,2.08,1.28
2003-09-24,3.455,4.5,2.17
2003-09-25,8.015,10.63,4.62
2003-09-26,12.42,12.76,10.75
2003-09-27,13.855,16.51,12.7
2003-09-28,21.490000000000002,27.54,16.66
2003-09-29,41.07,53.96,27.9
2003-09-30,59.625,60.99,54.38
2003-10-01,55.58,60.87,47.89
2003-10-02,38.364999999999995,47.51,31.1
2003-10-03,24.405,30.8,20.02
