Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.0,0.0,0.0
2003-07-05,0.005,0.01,0.0
2003-07-06,0.01,0.01,0.01
2003-07-07,0.015,0.04,0.01
2003-07-08,0.07,0.1,0.04
2003-07-09,0.165,0.21,0.1
2003-07-10,0.28,0.39,0.21
2003-07-11,1.085,1.91,0.4
2003-07-12,2.605,3.02,1.94
2003-07-13,3.245,3.39,3.03
2003-07-14,5.11,9.55,3.4
2003-07-15,14.184999999999999,18.64,9.79
2003-07-16,23.75,26.53,18.88
2003-07-17,32.394999999999996,45.56,26.63
2003-07-18,77.91,95.08,46.67
2003-07-19,95.725,96.67,93.09
2003-07-20,88.86,92.91,85.88
2003-07-21,85.13,85.77,83.89
2003-07-22,83.03,83.79,82.32
2003-07-23,76.62,82.21,70.05
2003-07-24,62.8,69.74,57.48
2003-07-25,54.239999999999995,57.28,53.53
2003-07-26,67.11500000000001,83.95,54.58
2003-07-27,83.11500000000001,86.92,74.12
2003-07-28,61.75,73.62,52.55
2003-07-29,44.165,52.19,38.08
2003-07-30,32.365,37.83,28.49
2003-07-31,26.13,28.35,25.28
2003-08-01,25.59,26.95,25.23
2003-08-02,30.055,31.9,27.07
2003-08-03,31.125,32.03,29.56
2003-08-04,27.755,29.49,26.4
2003-08-05,24.955,26.35,23.92
2003-08-06,24.314999999999998,25.87,23.79
2003-08-07,27.380000000000003,27.65,25.98
2003-08-08,28.345,30.65,27.04
2003-08-09,30.905,31.19,30.72
2003-08-10,38.480000000000004,57.36,31.27
2003-08-11,113.96,148.92,59.08
2003-08-12,158.64,162.26,149.59
2003-08-13,166.755,169.83,162.29
2003-08-14,169.3,170.45,168.1
2003-08-15,159.71,168.04,147.58
2003-08-16,132.095,146.93,124.75
2003-08-17,141.825,150.3,125.0
2003-08-18,138.735,148.54,134.66
2003-08-19,147.0,156.51,136.4
2003-08-20,184.23,217.88,157.52
2003-08-21,264.41499999999996,311.28,219.66
2003-08-22,404.65,562.39,313.3
2003-08-23,637.925,653.92,570.09
2003-08-24,604.4549999999999,619.69,559.49
2003-08-25,512.155,556.73,485.26
2003-08-26,440.985,484.01,406.45
2003-08-27,373.35,405.25,343.93
2003-08-28,312.43,342.56,287.57
2003-08-29,262.44,286.55,248.3
2003-08-30,248.8,252.71,247.55
2003-08-31,255.82,261.92,252.84
2003-09-01,255.57999999999998,262.64,246.83
2003-09-02,234.635,246.52,224.35
2003-09-03,219.245,224.11,213.58
2003-09-04,223.465,243.45,212.9
2003-09-05,263.405,272.12,244.52
2003-09-06,264.43,272.9,245.99
2003-09-07,233.74,244.94,231.17
2003-09-08,290.505,352.63,235.64
2003-09-09,348.67999999999995,359.21,319.87
2003-09-10,282.02,318.19,252.75
2003-09-11,228.38,251.46,217.01
2003-09-12,200.40499999999997,216.55,185.6
2003-09-13,185.32,188.65,184.47
2003-09-14,202.56,220.38,189.12
2003-09-15,246.885,269.62,221.34
2003-09-16,290.635,295.33,270.75
2003-09-17,274.71500000000003,287.2,270.51
2003-09-18,267.375,278.75,245.79
2003-09-19,206.31,244.32,179.62
2003-09-20,185.195,245.7,172.95
2003-09-21,351.975,380.39,251.43
2003-09-22,380.855,387.87,370.96
2003-09-23,386.58000000000004,396.27,371.16
2003-09-24,373.095,395.44,359.52
2003-09-25,359.69,366.06,343.27
2003-09-26,322.58,342.27,317.5
2003-09-27,324.885,329.5,316.25
2003-09-28,342.16499999999996,381.97,316.1
2003-09-29,358.96,385.01,312.67
2003-09-30,261.79,310.4,227.15
2003-10-01,195.85500000000002,225.78,173.82
2003-10-02,156.675,172.98,147.16
2003-10-03,148.615,151.72,146.05
2003-10-04,142.32,151.47,133.92
2003-10-05,132.2,133.68,131.9
