Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.0,0.0,0.0
2003-07-05,0.0,0.0,0.0
2003-07-06,0.0,0.0,0.0
2003-07-07,0.0,0.0,0.0
2003-07-08,0.0,0.0,0.0
2003-07-09,0.005,0.01,0.0
2003-07-10,0.01,0.01,0.01
2003-07-11,0.02,0.02,0.02
2003-07-12,0.03,0.04,0.02
2003-07-13,0.045,0.06,0.04
2003-07-14,0.07500000000000001,0.09,0.06
2003-07-15,0.13,0.18,0.09
2003-07-16,0.305,0.43,0.19
2003-07-17,0.68,0.97,0.44
2003-07-18,1.405,1.76,0.99
2003-07-19,2.02,2.17,1.77
2003-07-20,2.9699999999999998,4.96,2.17
2003-07-21,10.01,14.29,5.12
2003-07-22,18.095,21.05,14.46
2003-07-23,26.225,31.29,21.2
2003-07-24,35.91,39.12,31.51
2003-07-25,44.03,50.06,39.27
2003-07-26,60.595,70.52,50.41
2003-07-27,78.295,81.11,70.97
2003-07-28,82.89,84.12,81.17
2003-07-29,85.3,86.46,84.16
2003-07-30,88.69,92.19,86.51
2003-07-31,99.19,105.32,92.42
2003-08-01,113.82,123.55,105.6
2003-08-02,140.27499999999998,156.07,124.1
2003-08-03,178.07999999999998,197.94,156.83
2003-08-04,216.51,227.8,198.77
2003-08-05,231.39999999999998,231.85,228.11
2003-08-06,233.535,238.44,231.48
2003-08-07,252.445,269.14,238.79
2003-08-08,291.4,308.57,270.01
2003-08-09,326.8,343.52,309.28
2003-08-10,365.28499999999997,382.51,344.35
2003-08-11,399.92,414.63,383.23
2003-08-12,431.81,443.26,415.33
2003-08-13,449.08000000000004,451.44,443.55
2003-08-14,444.99,450.39,442.51
2003-08-15,445.79499999999996,451.01,442.49
2003-08-16,451.85,453.01,447.86
2003-08-17,439.81,447.56,433.42
2003-08-18,417.49,433.08,397.45
2003-08-19,376.51,396.47,363.62
2003-08-20,351.54999999999995,363.15,342.06
2003-08-21,336.225,341.69,334.66
2003-08-22,366.75,396.67,340.45
2003-08-23,428.595,451.69,398.06
2003-08-24,466.185,469.05,452.61
2003-08-25,458.28499999999997,467.03,449.07
2003-08-26,444.44,450.18,443.02
2003-08-27,489.88,543.89,450.93
2003-08-28,621.895,691.49,546.81
2003-08-29,776.935,836.43,694.87
2003-08-30,870.23,888.39,838.41
2003-08-31,917.25,938.92,889.25
2003-09-01,935.5999999999999,941.43,925.22
2003-09-02,937.57,976.11,923.89
2003-09-03,1075.25,1161.38,978.99
2003-09-04,1236.035,1303.14,1164.55
2003-09-05,1401.795,1501.45,1306.56
2003-09-06,1685.6100000000001,1876.84,1506.93
2003-09-07,2058.75,2149.41,1885.8
2003-09-08,2160.7749999999996,2168.86,2129.21
2003-09-09,2049.8,2126.54,1980.02
2003-09-10,1918.48,1976.95,1897.38
2003-09-11,1953.145,2025.69,1899.34
2003-09-12,2106.375,2156.68,2029.27
2003-09-13,2199.41,2237.18,2158.41
2003-09-14,2275.7,2293.76,2238.92
2003-09-15,2274.49,2294.0,2231.67
2003-09-16,2140.4849999999997,2228.81,2049.98
2003-09-17,1933.285,2045.48,1845.43
2003-09-18,1791.305,1842.19,1776.78
2003-09-19,1800.385,1823.84,1777.81
2003-09-20,1836.385,1839.34,1824.63
2003-09-21,1841.735,1866.39,1835.12
2003-09-22,1937.945,2008.71,1868.4
2003-09-23,2062.09,2083.79,2011.7
2003-09-24,2086.505,2089.27,2073.58
2003-09-25,2027.72,2072.3,1984.28
2003-09-26,1949.3000000000002,1982.52,1924.46
2003-09-27,1886.54,1923.13,1860.74
2003-09-28,1841.5149999999999,1859.93,1828.55
2003-09-29,1826.885,1829.25,1826.28
2003-09-30,1842.9499999999998,1864.33,1829.48
