Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.0,0.0,0.0
2003-07-05,0.02,0.05,0.0
2003-07-06,0.875,2.61,0.05
2003-07-07,3.825,4.4,2.67
2003-07-08,5.155,6.11,4.42
2003-07-09,7.215,7.8,6.16
2003-07-10,10.385,15.84,7.82
2003-07-11,22.85,27.15,16.16
2003-07-12,31.61,35.66,27.31
2003-07-13,44.315,54.26,35.88
2003-07-14,61.945,63.49,54.74
2003-07-15,59.31,62.86,56.13
2003-07-16,54.925,56.04,54.66
2003-07-17,62.214999999999996,71.03,55.58
2003-07-18,79.495,83.26,71.45
2003-07-19,88.61500000000001,92.42,83.36
2003-07-20,90.46000000000001,92.4,88.63
2003-07-21,84.92,88.5,81.28
2003-07-22,77.58000000000001,81.12,74.05
2003-07-23,72.21000000000001,73.89,71.48
2003-07-24,65.755,71.39,59.51
2003-07-25,53.905,59.27,49.45
2003-07-26,43.870000000000005,49.25,38.93
2003-07-27,34.47,38.72,31.69
2003-07-28,29.865,31.6,29.21
2003-07-29,30.64,32.53,29.38
2003-07-30,36.86,52.26,32.63
2003-07-31,70.24000000000001,77.95,53.47
2003-08-01,87.13499999999999,91.18,78.39
2003-08-02,89.095,91.2,85.59
2003-08-03,79.65,85.36,76.14
2003-08-04,74.42,76.06,73.7
2003-08-05,73.055,75.4,71.57
2003-08-06,83.425,101.37,71.83
2003-08-07,136.69,162.76,102.46
2003-08-08,194.445,238.01,163.62
2003-08-09,266.21500000000003,270.35,240.14
2003-08-10,248.84,266.19,229.32
2003-08-11,202.905,228.31,182.66
2003-08-12,161.585,181.84,142.56
2003-08-13,118.37,141.62,100.33
2003-08-14,90.31,99.68,88.2
2003-08-15,91.805,96.22,88.68
2003-08-16,104.00999999999999,106.22,96.54
2003-08-17,107.89500000000001,110.58,104.15
2003-08-18,119.375,142.42,110.79
2003-08-19,171.82999999999998,191.88,143.89
2003-08-20,205.695,211.68,192.5
2003-08-21,243.0,280.35,211.88
2003-08-22,281.415,285.99,278.32
2003-08-23,436.15500000000003,592.77,287.51
2003-08-24,699.105,734.5,598.28
2003-08-25,715.6099999999999,735.0,690.98
2003-08-26,705.675,712.23,693.05
2003-08-27,720.155,734.63,695.84
2003-08-28,649.31,731.71,541.62
2003-08-29,433.985,536.66,361.52
2003-08-30,297.69,358.71,254.27
2003-08-31,228.285,252.77,207.76
2003-09-01,182.79000000000002,206.69,168.55
2003-09-02,174.05,188.19,167.96
2003-09-03,202.72500000000002,228.01,188.74
2003-09-04,264.89,288.62,229.67
2003-09-05,290.49,293.65,278.02
2003-09-06,243.18,276.93,212.3
2003-09-07,178.08999999999997,210.91,154.01
2003-09-08,138.64,153.15,131.37
2003-09-09,132.25,141.86,129.55
2003-09-10,152.215,153.94,142.55
2003-09-11,150.485,154.73,149.14
2003-09-12,152.63,156.61,140.78
2003-09-13,118.795,139.95,102.8
2003-09-14,90.015,102.21,82.3
2003-09-15,78.41999999999999,82.06,77.49
2003-09-16,78.405,82.65,77.26
2003-09-17,89.16,94.51,82.97
2003-09-18,105.22999999999999,112.14,94.86
2003-09-19,116.885,125.77,111.94
2003-09-20,141.51999999999998,160.83,126.37
2003-09-21,184.08499999999998,210.73,161.99
2003-09-22,259.115,290.36,212.63
2003-09-23,336.68,381.08,291.62
2003-09-24,411.895,425.4,383.08
2003-09-25,420.69,435.88,413.41
2003-09-26,448.885,457.13,436.86
2003-09-27,485.025,499.35,457.88
2003-09-28,458.635,498.27,407.49
2003-09-29,353.89,405.07,317.0
2003-09-30,274.41499999999996,315.58,238.3
2003-10-01,217.685,237.05,201.92
2003-10-02,185.32,201.03,181.35
2003-10-03,188.26,189.48,183.52
2003-10-04,174.365,187.26,156.85
