Time,Discharge(m^3 s^-1),Max,Min
2002-01-01,0.26,0.26,0.06
2002-01-02,0.275,0.31,0.26
2002-01-03,1.03,2.83,0.31
2002-01-04,3.045,3.22,2.62
2002-01-05,2.08,2.6,1.69
2002-01-06,1.3900000000000001,1.68,1.28
2002-01-07,3.32,6.16,1.34
2002-01-08,7.255000000000001,7.4,6.27
2002-01-09,5.795,6.98,4.6
2002-01-10,3.54,4.55,2.88
2002-01-11,2.475,2.86,2.32
2002-01-12,2.4050000000000002,2.56,2.32
2002-01-13,2.74,2.8,2.56
2002-01-14,2.495,2.77,2.18
2002-01-15,1.7999999999999998,2.17,1.51
2002-01-16,1.25,1.5,1.07
2002-01-17,0.9099999999999999,1.06,0.8
2002-01-18,0.7050000000000001,0.8,0.64
2002-01-19,0.585,0.64,0.54
2002-01-20,0.5,0.54,0.47
2002-01-21,0.44,0.47,0.42
2002-01-22,0.4,0.42,0.38
2002-01-23,0.365,0.38,0.36
2002-01-24,0.35,0.37,0.35
2002-01-25,0.6499999999999999,0.98,0.38
2002-01-26,1.355,1.59,0.99
2002-01-27,1.57,1.61,1.45
2002-01-28,1.245,1.44,1.07
2002-01-29,0.915,1.07,0.8
2002-01-30,0.7050000000000001,0.8,0.64
2002-01-31,0.5800000000000001,0.63,0.54
2002-02-01,0.495,0.53,0.47
2002-02-02,0.44,0.47,0.42
2002-02-03,0.4,0.42,0.39
2002-02-04,0.375,0.39,0.36
2002-02-05,0.345,0.36,0.34
2002-02-06,0.33,0.34,0.33
2002-02-07,0.33,0.33,0.33
2002-02-08,0.325,0.33,0.32
2002-02-09,0.305,0.32,0.3
2002-02-10,0.31,0.37,0.29
2002-02-11,0.495,0.55,0.38
2002-02-12,0.525,0.55,0.49
2002-02-13,0.445,0.49,0.42
2002-02-14,0.6950000000000001,1.07,0.42
2002-02-15,1.0350000000000001,1.1,0.92
2002-02-16,0.7849999999999999,0.91,0.69
2002-02-17,0.6,0.68,0.55
2002-02-18,0.615,1.24,0.53
2002-02-19,6.1,7.91,1.35
2002-02-20,5.9350000000000005,7.6,4.57
2002-02-21,3.465,4.52,2.76
2002-02-22,2.21,2.74,1.85
2002-02-23,1.595,1.84,1.45
2002-02-24,1.71,3.06,1.42
2002-02-25,4.84,5.09,3.19
2002-02-26,4.12,4.84,3.45
2002-02-27,2.9,3.42,2.68
2002-02-28,5.0,6.38,2.82
2002-03-01,5.605,6.38,4.64
2002-03-02,3.69,4.59,3.01
2002-03-03,2.48,2.99,2.26
2002-03-04,2.51,2.78,2.26
2002-03-05,3.485,4.34,2.78
2002-03-06,3.865,4.36,3.18
2002-03-07,2.63,3.16,2.47
2002-03-08,7.525,8.54,3.3
2002-03-09,5.575,7.13,5.21
2002-03-10,5.34,5.39,5.26
2002-03-11,6.275,17.26,5.26
2002-03-12,30.049999999999997,31.91,18.88
2002-03-13,19.335,26.4,13.63
2002-03-14,9.375,13.42,6.81
2002-03-15,4.965,6.72,3.82
2002-03-16,3.005,3.78,2.63
2002-03-17,6.4350000000000005,15.58,2.63
2002-03-18,17.92,19.04,14.64
2002-03-19,9.95,14.42,7.08
2002-03-20,5.09,6.98,3.88
2002-03-21,2.98,3.84,2.4
2002-03-22,1.94,2.38,1.63
2002-03-23,1.73,1.96,1.54
2002-03-24,1.83,1.96,1.74
2002-03-25,1.83,1.94,1.74
2002-03-26,1.9449999999999998,1.98,1.82
2002-03-27,1.555,1.81,1.33
2002-03-28,1.12,1.32,0.97
2002-03-29,0.86,0.96,0.79
2002-03-30,0.745,0.79,0.73
2002-03-31,0.705,0.73,0.67
2002-04-01,0.635,0.67,0.6
2002-04-02,0.575,0.6,0.54
2002-04-03,0.5,0.54,0.47
2002-04-04,0.435,0.46,0.42
2002-04-05,0.475,0.7,0.41
2002-04-06,1.915,3.55,0.72
2002-04-07,3.9699999999999998,4.11,3.55
2002-04-08,29.365000000000002,99.67,3.43
2002-04-09,255.03,305.32,104.77
2002-04-10,94.065,189.43,48.51
2002-04-11,28.060000000000002,47.33,17.9
2002-04-12,11.89,17.59,8.45
2002-04-13,6.08,8.34,4.73
2002-04-14,4.995,10.81,4.41
2002-04-15,20.795,23.11,11.73
2002-04-16,12.670000000000002,26.16,11.29
2002-04-17,35.265,38.61,27.92
2002-04-18,23.785,29.01,21.87
2002-04-19,27.785,35.33,22.46
2002-04-20,28.354999999999997,35.42,20.24
2002-04-21,13.835,19.93,9.85
2002-04-22,6.955,9.71,5.2
2002-04-23,4.025,5.14,3.37
2002-04-24,2.815,3.34,2.38
2002-04-25,1.9449999999999998,2.36,1.64
2002-04-26,1.38,1.63,1.2
2002-04-27,1.0750000000000002,1.19,1.04
2002-04-28,1.1,1.64,1.04
2002-04-29,2.285,2.48,1.72
2002-04-30,1.395,1.82,1.15
2002-05-01,1.025,1.24,0.97
2002-05-02,28.97,41.66,1.33
2002-05-03,22.1,33.18,15.66
2002-05-04,11.305,15.45,8.98
2002-05-05,8.629999999999999,8.95,8.01
2002-05-06,7.295,9.1,6.88
2002-05-07,16.21,19.87,9.31
2002-05-08,14.745000000000001,19.56,10.57
2002-05-09,8.870000000000001,10.41,8.39
2002-05-10,6.45,8.32,4.91
2002-05-11,3.665,4.85,2.98
2002-05-12,19.334999999999997,45.29,2.97
2002-05-13,32.945,45.35,21.31
2002-05-14,13.77,20.92,9.86
2002-05-15,15.49,20.87,9.37
2002-05-16,12.59,18.96,8.58
2002-05-17,7.21,8.46,7.11
2002-05-18,6.67,7.21,5.58
2002-05-19,4.235,5.52,3.33
2002-05-20,2.645,3.29,2.28
2002-05-21,2.125,2.27,2.09
2002-05-22,15.79,47.14,2.22
2002-05-23,123.94999999999999,147.87,49.8
2002-05-24,59.665000000000006,109.91,34.19
2002-05-25,20.965,33.47,13.93
2002-05-26,9.48,13.7,6.88
2002-05-27,5.3100000000000005,6.79,4.9
2002-05-28,6.79,18.4,4.91
2002-05-29,24.84,26.17,19.31
2002-05-30,17.22,21.98,12.55
2002-05-31,8.695,12.37,6.36
2002-06-01,4.8149999999999995,13.97,4.34
2002-06-02,106.69,128.16,17.96
2002-06-03,36.995,67.89,22.1
2002-06-04,15.13,21.68,12.84
2002-06-05,19.310000000000002,33.28,12.92
2002-06-06,74.635,193.51,34.67
2002-06-07,171.515,220.65,99.39
2002-06-08,53.105000000000004,96.76,33.1
2002-06-09,28.29,32.76,25.18
2002-06-10,174.51,329.21,25.17
2002-06-11,159.68,315.75,79.09
2002-06-12,47.61,77.06,36.8
2002-06-13,30.275,36.54,23.3
2002-06-14,44.205000000000005,93.85,21.49
2002-06-15,92.775,112.3,59.92
2002-06-16,35.97,58.63,25.36
2002-06-17,22.73,25.17,19.15
2002-06-18,13.98,18.93,10.3
2002-06-19,7.77,10.16,6.69
2002-06-20,7.1850000000000005,18.06,6.26
2002-06-21,19.89,23.76,13.65
2002-06-22,10.3,13.44,8.83
2002-06-23,7.8,8.8,6.49
2002-06-24,5.75,6.62,5.61
2002-06-25,8.64,8.94,6.76
2002-06-26,6.255,8.06,4.78
2002-06-27,157.16,416.64,4.51
2002-06-28,181.14499999999998,401.04,81.46
2002-06-29,44.58,79.21,27.31
2002-06-30,17.615,26.79,13.53
2002-07-01,12.89,13.82,10.38
2002-07-02,7.425000000000001,10.24,5.63
2002-07-03,34.325,363.42,4.75
2002-07-04,195.07500000000002,381.29,79.84
2002-07-05,45.394999999999996,77.52,37.39
2002-07-06,264.615,380.69,63.48
2002-07-07,86.36500000000001,174.02,48.22
2002-07-08,28.35,47.11,18.16
2002-07-09,19.285,31.23,16.12
2002-07-10,31.585,38.66,20.91
2002-07-11,15.155000000000001,20.55,13.78
2002-07-12,51.92,73.94,21.38
2002-07-13,49.19,73.78,29.79
2002-07-14,18.52,29.19,12.44
2002-07-15,8.565000000000001,12.25,6.3
2002-07-16,5.3,6.23,4.8
2002-07-17,5.1850000000000005,6.66,4.7
2002-07-18,16.67,19.5,6.96
