Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.005,0.02,0.0
2003-07-05,0.025,0.03,0.02
2003-07-06,0.035,0.04,0.03
2003-07-07,0.045,0.05,0.04
2003-07-08,0.035,0.04,0.03
2003-07-09,0.03,0.03,0.02
2003-07-10,0.02,0.03,0.02
2003-07-11,0.03,0.04,0.03
2003-07-12,0.060000000000000005,0.07,0.04
2003-07-13,0.07,0.07,0.06
2003-07-14,0.055,0.06,0.05
2003-07-15,0.05,0.06,0.05
2003-07-16,0.075,0.18,0.06
2003-07-17,0.975,2.48,0.19
2003-07-18,3.1550000000000002,3.29,2.55
2003-07-19,3.84,5.26,3.3
2003-07-20,6.755,7.08,5.35
2003-07-21,8.405000000000001,10.97,7.09
2003-07-22,13.34,13.83,11.14
2003-07-23,12.925,13.8,12.66
2003-07-24,15.985,17.67,13.89
2003-07-25,18.53,19.22,17.73
2003-07-26,20.615000000000002,21.06,19.27
2003-07-27,18.965,20.76,17.27
2003-07-28,15.95,17.21,15.23
2003-07-29,15.57,16.65,15.14
2003-07-30,18.225,19.88,16.71
2003-07-31,23.85,28.27,19.99
2003-08-01,37.79,48.48,28.53
2003-08-02,66.705,88.49,49.02
2003-08-03,111.945,120.91,89.65
2003-08-04,117.13,120.98,111.3
2003-08-05,105.715,111.02,103.61
2003-08-06,107.3,113.13,103.64
2003-08-07,120.855,126.05,113.45
2003-08-08,128.35,128.77,126.22
2003-08-09,124.055,127.87,119.66
2003-08-10,113.945,119.44,109.3
2003-08-11,104.565,109.1,101.48
2003-08-12,100.22999999999999,101.4,99.83
2003-08-13,98.50999999999999,99.8,97.09
2003-08-14,93.66,97.02,89.58
2003-08-15,84.61,89.39,80.86
2003-08-16,77.605,80.71,75.37
2003-08-17,72.63,75.27,70.28
2003-08-18,68.43,70.18,67.91
2003-08-19,70.58500000000001,74.56,68.09
2003-08-20,87.045,102.86,74.85
2003-08-21,120.935,130.78,103.69
2003-08-22,134.92000000000002,136.06,131.06
2003-08-23,135.805,136.05,135.67
2003-08-24,139.25,142.75,135.78
2003-08-25,155.255,184.32,142.93
2003-08-26,275.825,353.88,186.74
2003-08-27,383.745,389.06,356.25
2003-08-28,395.79,408.11,389.08
2003-08-29,408.595,412.46,399.02
2003-08-30,396.115,406.27,394.03
2003-08-31,453.79,504.47,407.35
2003-09-01,536.51,544.08,506.53
2003-09-02,541.05,543.94,535.03
2003-09-03,509.95,534.47,479.59
2003-09-04,443.095,478.02,419.5
2003-09-05,391.78499999999997,418.43,373.69
2003-09-06,369.83500000000004,373.17,369.46
2003-09-07,405.265,467.46,373.34
2003-09-08,684.9,920.01,472.29
2003-09-09,1056.835,1091.12,929.17
2003-09-10,1077.3000000000002,1091.13,1058.91
2003-09-11,1036.895,1058.01,1019.77
2003-09-12,987.6800000000001,1018.98,942.47
2003-09-13,859.745,939.75,782.47
2003-09-14,700.76,778.92,637.46
2003-09-15,578.6949999999999,634.72,546.83
2003-09-16,516.11,545.78,489.39
2003-09-17,472.43,488.44,462.81
2003-09-18,468.775,472.29,462.56
2003-09-19,476.03499999999997,501.61,466.68
2003-09-20,551.96,593.48,503.22
2003-09-21,629.195,658.67,594.96
2003-09-22,684.145,699.43,659.91
2003-09-23,687.015,700.87,655.06
2003-09-24,604.3050000000001,653.13,564.74
2003-09-25,528.755,563.14,508.78
2003-09-26,494.67499999999995,508.28,483.18
2003-09-27,489.14,510.92,480.97
2003-09-28,554.095,593.67,512.29
2003-09-29,624.035,642.99,595.18
2003-09-30,636.0799999999999,645.62,614.49
2003-10-01,597.345,613.45,585.91
2003-10-02,583.405,590.58,579.96
2003-10-03,588.835,591.52,586.17
2003-10-04,601.44,624.25,586.55
