Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.0,0.0,0.0
2003-07-05,0.0,0.0,0.0
2003-07-06,0.0,0.0,0.0
2003-07-07,0.0,0.0,0.0
2003-07-08,0.0,0.0,0.0
2003-07-09,0.0,0.0,0.0
2003-07-10,0.0,0.0,0.0
2003-07-11,0.025,0.05,0.0
2003-07-12,0.065,0.1,0.05
2003-07-13,0.11499999999999999,0.12,0.1
2003-07-14,0.095,0.11,0.09
2003-07-15,0.10500000000000001,0.12,0.1
2003-07-16,0.15500000000000003,0.17,0.12
2003-07-17,0.30000000000000004,0.67,0.17
2003-07-18,1.2850000000000001,1.38,0.71
2003-07-19,2.435,4.99,1.29
2003-07-20,10.385,13.17,5.14
2003-07-21,17.759999999999998,26.67,13.12
2003-07-22,37.144999999999996,44.08,27.07
2003-07-23,54.54,67.61,44.38
2003-07-24,95.61,115.9,68.45
2003-07-25,118.33500000000001,120.11,112.67
2003-07-26,102.94,112.28,97.09
2003-07-27,97.66499999999999,102.17,96.19
2003-07-28,111.57499999999999,118.95,102.49
2003-07-29,124.725,128.04,119.22
2003-07-30,127.185,128.43,123.9
2003-07-31,117.52,123.68,111.98
2003-08-01,106.345,111.74,101.93
2003-08-02,97.41499999999999,101.73,95.06
2003-08-03,93.655,95.02,90.86
2003-08-04,84.81,90.66,79.49
2003-08-05,74.22,79.27,70.25
2003-08-06,66.29,70.08,63.78
2003-08-07,62.16,63.7,60.23
2003-08-08,56.8,60.11,54.21
2003-08-09,52.62,54.12,52.23
2003-08-10,58.165,70.54,52.54
2003-08-11,92.19,104.86,71.42
2003-08-12,111.44,114.13,105.24
2003-08-13,113.22,114.26,111.05
2003-08-14,108.07,110.92,106.28
2003-08-15,105.45,106.22,105.26
2003-08-16,114.1,133.73,105.81
2003-08-17,190.905,242.2,135.33
2003-08-18,284.34000000000003,300.52,244.36
2003-08-19,295.85,300.76,289.47
2003-08-20,303.99,308.83,289.47
2003-08-21,300.12,315.52,295.34
2003-08-22,323.51,350.93,316.67
2003-08-23,427.985,483.64,354.1
2003-08-24,494.17,499.61,483.04
2003-08-25,496.995,503.68,482.94
2003-08-26,455.41499999999996,493.4,417.88
2003-08-27,374.02,416.12,342.62
2003-08-28,323.27,341.52,315.06
2003-08-29,315.21000000000004,321.66,313.88
2003-08-30,371.21000000000004,445.7,322.37
2003-08-31,649.245,883.94,450.03
2003-09-01,997.76,1024.22,892.23
2003-09-02,994.67,1023.08,966.88
2003-09-03,941.155,965.87,919.85
2003-09-04,906.19,919.14,881.07
2003-09-05,797.435,878.88,709.81
2003-09-06,615.19,705.75,547.06
2003-09-07,479.135,544.3,425.23
2003-09-08,374.38,422.96,339.63
2003-09-09,306.54,338.24,282.17
2003-09-10,262.525,281.2,253.24
2003-09-11,259.34499999999997,269.18,253.08
2003-09-12,292.79499999999996,323.77,269.75
2003-09-13,367.97,394.35,325.55
2003-09-14,415.68,421.64,395.02
2003-09-15,403.6,419.82,384.78
2003-09-16,353.71500000000003,383.93,318.24
2003-09-17,287.99,316.59,273.61
2003-09-18,272.515,279.44,270.54
2003-09-19,304.435,329.46,280.02
2003-09-20,338.97,341.48,330.22
2003-09-21,337.59000000000003,338.89,332.2
2003-09-22,318.1,331.68,309.41
2003-09-23,312.83,328.9,307.43
2003-09-24,346.515,350.49,329.91
2003-09-25,345.70500000000004,348.43,344.11
2003-09-26,369.11,390.59,347.7
2003-09-27,401.52,413.46,391.41
2003-09-28,438.58500000000004,455.85,414.69
2003-09-29,483.175,514.52,456.93
2003-09-30,592.4549999999999,672.93,516.75
2003-10-01,742.88,768.26,676.7
2003-10-02,762.375,768.33,753.03
2003-10-03,736.73,752.29,725.37
2003-10-04,707.8599999999999,724.72,697.43
