Date,Daily Avg Q (cms)
01-Jan-2001,22.633
02-Jan-2001,21.361
03-Jan-2001,20.639
04-Jan-2001,22.13
05-Jan-2001,24.798
06-Jan-2001,25.651
07-Jan-2001,14.901
08-Jan-2001,2.28
09-Jan-2001,1.816
10-Jan-2001,1.993
11-Jan-2001,1.539
12-Jan-2001,1.022
13-Jan-2001,0.754
14-Jan-2001,0.603
15-Jan-2001,0.508
16-Jan-2001,0.44
17-Jan-2001,0.39
18-Jan-2001,0.352
19-Jan-2001,0.323
20-Jan-2001,0.295
21-Jan-2001,0.278
22-Jan-2001,0.265
23-Jan-2001,0.245
24-Jan-2001,0.235
25-Jan-2001,0.225
26-Jan-2001,0.215
27-Jan-2001,0.21
28-Jan-2001,0.2
29-Jan-2001,0.195
30-Jan-2001,0.19
31-Jan-2001,0.185
01-Feb-2001,0.503
02-Feb-2001,7.417
03-Feb-2001,9.554
04-Feb-2001,14.467
05-Feb-2001,22.524
06-Feb-2001,32.411
07-Feb-2001,40.426
08-Feb-2001,41.455
09-Feb-2001,33.557
10-Feb-2001,17.236
11-Feb-2001,4.059
12-Feb-2001,2.388
13-Feb-2001,1.157
14-Feb-2001,0.885
15-Feb-2001,0.938
16-Feb-2001,1.136
17-Feb-2001,0.946
18-Feb-2001,0.661
19-Feb-2001,0.512
20-Feb-2001,0.427
21-Feb-2001,0.428
22-Feb-2001,0.554
23-Feb-2001,0.719
24-Feb-2001,0.761
25-Feb-2001,1.308
26-Feb-2001,6.604
27-Feb-2001,15.56
28-Feb-2001,23.822
01-Mar-2001,32.37
02-Mar-2001,40.755
03-Mar-2001,48.483
04-Mar-2001,57.841
05-Mar-2001,65.712
06-Mar-2001,70.56
07-Mar-2001,73.475
08-Mar-2001,75.249
09-Mar-2001,75.405
10-Mar-2001,74.84
11-Mar-2001,67.767
12-Mar-2001,60.863
13-Mar-2001,57.469
14-Mar-2001,56.291
15-Mar-2001,59.064
16-Mar-2001,66.817
17-Mar-2001,77.356
18-Mar-2001,91.369
19-Mar-2001,119.849
20-Mar-2001,130.588
21-Mar-2001,144.592
