Date,Daily Avg Q (cms)
01-Jan-2001,133.275
02-Jan-2001,132.979
03-Jan-2001,132.807
04-Jan-2001,132.75
05-Jan-2001,132.794
06-Jan-2001,132.938
07-Jan-2001,133.166
08-Jan-2001,133.47
09-Jan-2001,133.839
10-Jan-2001,134.263
11-Jan-2001,134.73
12-Jan-2001,135.232
13-Jan-2001,135.759
14-Jan-2001,136.299
15-Jan-2001,136.845
16-Jan-2001,137.386
17-Jan-2001,137.913
18-Jan-2001,138.42
19-Jan-2001,138.895
20-Jan-2001,139.326
21-Jan-2001,139.712
22-Jan-2001,140.037
23-Jan-2001,140.298
24-Jan-2001,140.48
25-Jan-2001,140.578
26-Jan-2001,140.581
27-Jan-2001,140.486
28-Jan-2001,140.277
29-Jan-2001,139.953
30-Jan-2001,139.503
31-Jan-2001,138.926
01-Feb-2001,138.213
02-Feb-2001,137.367
03-Feb-2001,136.382
04-Feb-2001,135.264
05-Feb-2001,134.021
06-Feb-2001,132.655
07-Feb-2001,131.182
08-Feb-2001,129.614
09-Feb-2001,127.966
10-Feb-2001,126.257
11-Feb-2001,124.51
12-Feb-2001,122.745
13-Feb-2001,120.986
14-Feb-2001,119.254
15-Feb-2001,117.57
16-Feb-2001,115.955
17-Feb-2001,114.422
18-Feb-2001,112.994
19-Feb-2001,111.675
20-Feb-2001,110.475
21-Feb-2001,109.401
22-Feb-2001,108.455
23-Feb-2001,107.635
24-Feb-2001,106.941
25-Feb-2001,106.369
26-Feb-2001,105.91
27-Feb-2001,105.561
28-Feb-2001,105.313
01-Mar-2001,105.161
02-Mar-2001,105.095
03-Mar-2001,105.102
04-Mar-2001,105.185
05-Mar-2001,105.331
06-Mar-2001,105.535
07-Mar-2001,105.788
08-Mar-2001,106.09
09-Mar-2001,106.431
10-Mar-2001,106.809
11-Mar-2001,107.221
12-Mar-2001,107.665
13-Mar-2001,108.13
14-Mar-2001,108.615
15-Mar-2001,109.128
16-Mar-2001,109.653
17-Mar-2001,110.195
18-Mar-2001,110.751
19-Mar-2001,111.319
20-Mar-2001,111.898
21-Mar-2001,112.488
22-Mar-2001,113.087
23-Mar-2001,113.694
24-Mar-2001,114.311
25-Mar-2001,114.933
26-Mar-2001,115.561
27-Mar-2001,116.194
28-Mar-2001,116.83
29-Mar-2001,117.47
30-Mar-2001,118.11
31-Mar-2001,118.752
01-Apr-2001,119.398
02-Apr-2001,120.045
03-Apr-2001,120.69
04-Apr-2001,121.333
