date;discharge
1977-08-03;      0.241
1977-08-04;      0.363
1977-08-05;      0.303
1977-08-06;      5.201
1977-08-07;      3.054
1977-08-08;      2.245
1977-08-09;      2.304
1977-08-10;      2.420
1977-08-11;      4.403
1977-08-12;      2.853
1977-08-13;      3.980
1977-08-14;      4.648
1977-08-15;      5.665
1977-08-16;      5.123
1977-08-17;      5.201
1977-08-18;      6.446
1977-08-19;      7.824
1977-08-20;      9.414
1977-08-21;     10.301
1977-08-22;     11.458
1977-08-23;     12.439
1977-08-24;     12.439
1977-08-25;     15.171
1977-08-26;     16.557
1977-08-27;     17.821
1977-08-28;     18.356
1977-08-29;     18.356
1977-08-30;     20.066
1977-08-31;     21.298
1977-09-01;     19.191
1977-09-02;     16.316
1977-09-03;     13.340
1977-09-04;     11.458
1977-09-05;     10.037
1977-09-06;      6.366
1977-09-07;      5.356
1977-09-08;      3.980
1977-09-09;      4.320
1977-09-10;      4.728
1977-09-11;      5.123
1977-09-12;      5.510
1977-09-13;      5.896
1977-09-14;      6.287
1977-09-15;      6.446
1977-09-16;      5.896
1977-09-17;      6.446
1977-09-18;      6.366
1977-09-19;      6.366
1977-09-20;      6.366
1977-09-21;      6.446
1977-09-22;      6.526
1977-09-23;      6.287
1977-09-24;      6.208
1977-09-25;      5.974
1977-09-26;      6.208
1977-09-27;      6.287
1977-09-28;      6.366
1977-09-29;      6.366
1977-09-30;      6.366
1977-10-01;      6.366
1977-10-02;      6.607
1977-10-03;      7.106
1977-10-04;      7.456
1977-10-05;      7.919
1977-10-06;      8.016
1977-10-07;      8.016
1977-10-08;      7.730
1977-10-09;      7.367
1977-10-10;      6.936
1977-10-11;      6.526
1977-10-12;      6.366
1977-10-13;      5.665
1977-10-14;      5.045
1977-10-15;      4.152
1977-10-16;      3.250
1977-10-17;      2.540
1977-10-18;      2.185
1977-10-19;      1.694
1977-10-20;      0.099
1977-10-21;      1.017
1977-10-22;      0.828
1977-10-23;      0.743
1977-10-24;      0.663
1977-10-25;      0.556
1977-10-26;      0.464
1977-10-27;      0.410
1977-10-28;      0.410
1977-10-29;      0.410
1977-10-30;      0.363
1977-10-31;      0.341
1977-11-01;      0.303
1977-11-02;      0.285
1977-11-03;      0.241
1977-11-04;      0.229
1977-11-05;      0.229
1977-11-06;      0.199
1977-11-07;      0.183
1977-11-08;      0.164
1977-11-09;      0.148
1977-11-10;      0.127
1977-11-11;      0.099
1977-11-12;      0.053
1977-11-13;      0.000
1977-11-14;      0.000
1977-11-15;      0.000
1977-11-16;      0.000
