Time,Discharge(m^3 s^-1),Max,Min
2002-01-01,0.535,0.54,0.53
2002-01-02,0.515,0.52,0.51
2002-01-03,0.51,0.52,0.51
2002-01-04,0.585,0.65,0.52
2002-01-05,0.68,0.69,0.65
2002-01-06,0.655,0.68,0.63
2002-01-07,0.6,0.63,0.58
2002-01-08,0.575,0.58,0.57
2002-01-09,0.615,0.69,0.57
2002-01-10,0.8500000000000001,1.04,0.69
2002-01-11,1.53,2.02,1.05
2002-01-12,2.14,2.17,2.03
2002-01-13,1.7799999999999998,2.02,1.57
2002-01-14,1.3599999999999999,1.56,1.21
2002-01-15,1.08,1.21,0.98
2002-01-16,0.9,0.98,0.84
2002-01-17,0.785,0.84,0.74
2002-01-18,0.705,0.74,0.68
2002-01-19,0.65,0.68,0.63
2002-01-20,0.61,0.63,0.6
2002-01-21,0.58,0.59,0.57
2002-01-22,0.555,0.57,0.55
2002-01-23,0.535,0.55,0.53
2002-01-24,0.525,0.53,0.52
2002-01-25,0.51,0.52,0.5
2002-01-26,0.5,0.5,0.5
2002-01-27,0.49,0.49,0.49
2002-01-28,0.48,0.49,0.48
2002-01-29,0.5,0.55,0.48
2002-01-30,0.59,0.61,0.55
2002-01-31,0.64,0.66,0.61
2002-02-01,0.6950000000000001,0.72,0.66
2002-02-02,0.745,0.75,0.72
2002-02-03,0.735,0.75,0.71
2002-02-04,0.685,0.71,0.65
2002-02-05,0.615,0.65,0.59
2002-02-06,0.56,0.59,0.54
2002-02-07,0.525,0.54,0.51
2002-02-08,0.505,0.51,0.49
2002-02-09,0.485,0.49,0.48
2002-02-10,0.475,0.48,0.47
2002-02-11,0.47,0.47,0.46
2002-02-12,0.46,0.46,0.46
2002-02-13,0.46,0.46,0.46
2002-02-14,0.45,0.46,0.45
2002-02-15,0.45,0.45,0.45
2002-02-16,0.45,0.45,0.45
2002-02-17,0.45,0.45,0.44
2002-02-18,0.495,0.6,0.44
2002-02-19,1.005,1.58,0.61
2002-02-20,2.395,2.62,1.62
2002-02-21,2.255,2.57,1.96
2002-02-22,1.655,1.94,1.44
2002-02-23,1.25,1.43,1.14
2002-02-24,1.16,1.22,1.13
2002-02-25,1.335,1.45,1.22
2002-02-26,1.585,1.66,1.46
2002-02-27,1.575,1.66,1.46
2002-02-28,1.32,1.45,1.23
2002-03-01,1.1400000000000001,1.23,1.06
2002-03-02,0.975,1.06,0.94
2002-03-03,2.63,4.76,1.06
2002-03-04,6.890000000000001,7.4,4.88
2002-03-05,6.130000000000001,7.15,5.19
2002-03-06,4.245,5.15,3.59
2002-03-07,3.11,3.57,2.72
2002-03-08,2.6399999999999997,2.95,2.55
2002-03-09,4.135,5.06,2.97
2002-03-10,5.23,5.49,5.07
2002-03-11,5.199999999999999,5.56,4.49
2002-03-12,3.665,4.46,3.08
2002-03-13,2.575,3.06,2.24
2002-03-14,2.65,3.61,2.2
2002-03-15,3.495,3.75,3.08
2002-03-16,2.725,3.06,2.44
2002-03-17,2.17,2.43,2.06
2002-03-18,6.800000000000001,15.98,2.35
2002-03-19,22.549999999999997,23.57,16.55
2002-03-20,16.18,20.95,12.58
2002-03-21,9.975000000000001,12.45,8.41
2002-03-22,7.525,8.36,7.25
2002-03-23,7.365,7.51,7.25
2002-03-24,6.984999999999999,7.52,6.05
2002-03-25,4.985,6.01,4.39
2002-03-26,4.12,4.37,3.98
2002-03-27,4.23,4.33,3.98
2002-03-28,4.725,5.35,4.33
2002-03-29,5.725,5.83,5.39
2002-03-30,5.1899999999999995,5.66,5.08
2002-03-31,7.145,7.48,5.74
2002-04-01,5.4,6.73,4.37
2002-04-02,3.495,4.33,2.91
2002-04-03,2.5549999999999997,2.88,2.47
2002-04-04,4.975,6.62,2.73
2002-04-05,7.145,7.31,6.65
2002-04-06,5.89,7.03,4.86
2002-04-07,5.795,8.96,4.65
2002-04-08,44.795,115.11,9.29
2002-04-09,123.185,143.86,80.94
2002-04-10,48.57,79.2,31.52
2002-04-11,21.104999999999997,30.99,15.12
2002-04-12,10.965,14.92,8.4
2002-04-13,6.475,8.31,5.75
2002-04-14,16.38,33.53,6.52
2002-04-15,42.705,45.69,34.49
2002-04-16,51.870000000000005,89.37,34.65
2002-04-17,88.25999999999999,101.9,60.89
2002-04-18,38.7,59.72,27.79
2002-04-19,26.845,28.07,25.62
2002-04-20,19.29,26.44,14.0
2002-04-21,10.129999999999999,13.81,7.73
2002-04-22,5.9399999999999995,7.65,4.81
2002-04-23,4.0600000000000005,4.78,3.84
2002-04-24,13.73,32.28,5.02
2002-04-25,47.05,50.65,33.89
2002-04-26,26.049999999999997,37.71,18.9
2002-04-27,54.675,65.75,19.15
2002-04-28,56.46,65.71,44.04
2002-04-29,30.22,43.43,21.29
2002-04-30,15.0,20.98,11.22
2002-05-01,20.53,45.32,10.38
2002-05-02,50.769999999999996,53.81,41.78
2002-05-03,32.095,41.21,28.56
2002-05-04,22.9,28.4,17.93
2002-05-05,24.839999999999996,38.82,17.0
2002-05-06,36.11,40.03,29.67
2002-05-07,25.165,29.42,21.86
2002-05-08,17.425,21.69,14.84
2002-05-09,16.295,17.66,14.03
2002-05-10,19.17,25.56,13.91
2002-05-11,22.185000000000002,68.39,19.22
2002-05-12,77.275,120.62,60.82
2002-05-13,63.32,78.21,43.91
2002-05-14,29.11,43.19,20.32
2002-05-15,14.46,20.02,11.13
2002-05-16,9.07,11.02,7.75
2002-05-17,6.665,7.71,5.99
2002-05-18,15.54,23.26,6.21
2002-05-19,22.065,25.64,20.33
2002-05-20,58.7,87.16,26.2
2002-05-21,61.285,85.56,41.35
2002-05-22,27.045,40.62,19.53
2002-05-23,36.37,48.97,19.5
2002-05-24,41.95,48.87,31.89
2002-05-25,24.119999999999997,31.47,20.39
2002-05-26,18.880000000000003,20.3,17.59
2002-05-27,13.685,17.46,11.41
2002-05-28,89.99000000000001,112.47,12.38
2002-05-29,40.925,69.14,27.22
2002-05-30,19.425,26.84,14.51
2002-05-31,10.725,14.34,8.29
2002-06-01,9.254999999999999,13.53,7.05
2002-06-02,14.82,15.43,13.07
2002-06-03,28.155,60.03,12.97
2002-06-04,60.959999999999994,67.47,45.99
2002-06-05,32.730000000000004,45.27,24.36
2002-06-06,19.21,24.08,15.82
2002-06-07,12.74,15.66,11.36
2002-06-08,10.37,11.33,9.18
2002-06-09,7.425000000000001,9.12,6.06
2002-06-10,254.63,528.01,6.03
2002-06-11,273.65,516.6,134.87
2002-06-12,75.08,131.36,46.19
2002-06-13,33.620000000000005,45.32,29.94
2002-06-14,67.78,75.97,40.22
2002-06-15,83.95,135.42,63.1
2002-06-16,108.41999999999999,138.82,72.16
2002-06-17,77.455,78.3,71.7
2002-06-18,63.31,78.14,44.93
2002-06-19,29.765,44.18,20.88
2002-06-20,14.780000000000001,20.58,11.24
2002-06-21,9.02,11.13,7.64
2002-06-22,6.640000000000001,7.6,5.77
2002-06-23,4.994999999999999,5.74,4.5
2002-06-24,3.955,4.48,3.49
2002-06-25,3.1799999999999997,4.62,2.99
2002-06-26,10.2,13.9,4.84
2002-06-27,18.915,29.01,14.03
2002-06-28,43.015,47.24,29.67
2002-06-29,33.17,44.98,23.78
2002-06-30,16.81,23.45,12.48
2002-07-01,9.27,12.33,7.24
2002-07-02,5.66,7.16,4.65
2002-07-03,3.925,4.61,3.66
2002-07-04,133.665,283.66,4.85
2002-07-05,135.88,257.36,74.69
2002-07-06,46.754999999999995,73.04,36.2
2002-07-07,36.405,44.29,35.34
2002-07-08,50.33,52.8,42.76
2002-07-09,34.485,49.9,30.05
2002-07-10,48.56,62.09,43.51
2002-07-11,60.16,68.15,46.65
2002-07-12,55.47,56.51,47.43
2002-07-13,52.150000000000006,56.02,47.86
2002-07-14,39.61,47.59,30.15
2002-07-15,20.884999999999998,29.71,15.22
2002-07-16,11.355,15.02,9.52
2002-07-17,9.235,9.99,9.12
2002-07-18,20.37,27.57,10.11
2002-07-19,21.299999999999997,26.76,17.09
2002-07-20,13.105,16.92,10.55
2002-07-21,8.795,10.45,8.01
2002-07-22,7.4399999999999995,7.98,7.28
2002-07-23,8.675,14.47,7.87
2002-07-24,197.64000000000001,366.77,16.62
2002-07-25,185.45999999999998,347.85,96.88
2002-07-26,56.129999999999995,94.54,35.82
2002-07-27,23.765,35.19,16.9
2002-07-28,12.195,16.67,9.32
2002-07-29,7.1899999999999995,9.22,5.83
2002-07-30,4.725,5.78,4.0
2002-07-31,3.4050000000000002,20.96,3.19
2002-08-01,111.2,158.67,24.18
2002-08-02,101.13,150.16,66.0
2002-08-03,44.519999999999996,64.88,31.82
