Date,Daily Avg Q (cms)
01-Jan-2001,479.937
02-Jan-2001,482.7
03-Jan-2001,485.472
04-Jan-2001,488.255
05-Jan-2001,491.049
06-Jan-2001,493.854
07-Jan-2001,496.665
08-Jan-2001,499.486
09-Jan-2001,502.312
10-Jan-2001,505.142
11-Jan-2001,507.98
12-Jan-2001,510.81
13-Jan-2001,513.646
14-Jan-2001,516.476
15-Jan-2001,519.299
16-Jan-2001,522.114
17-Jan-2001,524.917
18-Jan-2001,527.705
19-Jan-2001,530.476
20-Jan-2001,533.223
21-Jan-2001,535.947
22-Jan-2001,538.642
23-Jan-2001,541.303
24-Jan-2001,543.927
25-Jan-2001,546.51
26-Jan-2001,549.046
27-Jan-2001,551.529
28-Jan-2001,553.958
29-Jan-2001,556.319
30-Jan-2001,558.61
31-Jan-2001,560.82
01-Feb-2001,562.941
02-Feb-2001,564.964
03-Feb-2001,566.874
04-Feb-2001,568.659
05-Feb-2001,570.307
06-Feb-2001,571.8
07-Feb-2001,573.115
08-Feb-2001,574.237
09-Feb-2001,575.146
10-Feb-2001,575.816
11-Feb-2001,576.221
12-Feb-2001,576.334
13-Feb-2001,576.127
14-Feb-2001,575.571
15-Feb-2001,574.63
16-Feb-2001,573.273
17-Feb-2001,571.461
18-Feb-2001,569.166
19-Feb-2001,566.343
20-Feb-2001,562.96
21-Feb-2001,558.976
22-Feb-2001,554.355
23-Feb-2001,549.063
24-Feb-2001,543.069
25-Feb-2001,536.337
26-Feb-2001,528.843
27-Feb-2001,520.561
28-Feb-2001,511.476
01-Mar-2001,501.578
02-Mar-2001,490.861
03-Mar-2001,479.335
04-Mar-2001,467.014
05-Mar-2001,453.93
06-Mar-2001,440.126
07-Mar-2001,425.657
08-Mar-2001,410.602
09-Mar-2001,395.047
10-Mar-2001,379.101
11-Mar-2001,362.885
12-Mar-2001,346.54
13-Mar-2001,330.212
14-Mar-2001,314.063
15-Mar-2001,298.255
16-Mar-2001,282.949
17-Mar-2001,268.303
18-Mar-2001,254.452
19-Mar-2001,241.516
20-Mar-2001,229.588
21-Mar-2001,218.727
22-Mar-2001,208.966
23-Mar-2001,200.302
24-Mar-2001,192.701
25-Mar-2001,186.112
26-Mar-2001,180.457
27-Mar-2001,175.654
28-Mar-2001,171.609
29-Mar-2001,168.228
30-Mar-2001,165.425
31-Mar-2001,163.119
01-Apr-2001,161.228
02-Apr-2001,159.691
03-Apr-2001,158.445
04-Apr-2001,157.447
05-Apr-2001,156.653
06-Apr-2001,156.027
07-Apr-2001,155.545
08-Apr-2001,155.18
09-Apr-2001,154.911
10-Apr-2001,154.727
11-Apr-2001,154.61
12-Apr-2001,154.555
13-Apr-2001,154.553
14-Apr-2001,154.591
15-Apr-2001,154.67
16-Apr-2001,154.784
17-Apr-2001,154.927
18-Apr-2001,155.106
19-Apr-2001,155.312
20-Apr-2001,155.535
21-Apr-2001,155.782
22-Apr-2001,156.049
23-Apr-2001,156.334
24-Apr-2001,156.638
25-Apr-2001,156.96
26-Apr-2001,157.3
27-Apr-2001,157.657
28-Apr-2001,158.03
29-Apr-2001,158.428
30-Apr-2001,158.844
01-May-2001,159.27
02-May-2001,159.709
03-May-2001,160.165
04-May-2001,160.64
05-May-2001,161.129
06-May-2001,161.653
07-May-2001,162.188
08-May-2001,162.734
09-May-2001,163.29
10-May-2001,163.86
11-May-2001,164.442
12-May-2001,165.036
13-May-2001,165.642
14-May-2001,166.255
15-May-2001,167.075
16-May-2001,167.813
17-May-2001,168.425
18-May-2001,169.094
19-May-2001,169.837
20-May-2001,170.474
21-May-2001,171.092
22-May-2001,171.719
23-May-2001,172.358
24-May-2001,173.022
25-May-2001,173.705
26-May-2001,174.386
27-May-2001,175.092
28-May-2001,175.792
29-May-2001,176.495
30-May-2001,177.215
31-May-2001,177.952
01-Jun-2001,178.71
02-Jun-2001,179.493
03-Jun-2001,180.302
04-Jun-2001,181.134
05-Jun-2001,181.987
06-Jun-2001,182.863
07-Jun-2001,183.76
08-Jun-2001,184.677
09-Jun-2001,185.62
10-Jun-2001,186.575
11-Jun-2001,187.544
12-Jun-2001,188.525
13-Jun-2001,189.513
14-Jun-2001,190.515
15-Jun-2001,191.526
16-Jun-2001,192.545
17-Jun-2001,193.573
18-Jun-2001,194.607
19-Jun-2001,195.647
20-Jun-2001,196.694
21-Jun-2001,197.746
22-Jun-2001,198.81
23-Jun-2001,199.898
24-Jun-2001,201.048
25-Jun-2001,202.15
26-Jun-2001,203.235
27-Jun-2001,204.418
28-Jun-2001,205.565
29-Jun-2001,206.688
30-Jun-2001,207.807
01-Jul-2001,208.919
02-Jul-2001,210.041
03-Jul-2001,211.182
04-Jul-2001,212.322
05-Jul-2001,213.492
06-Jul-2001,214.796
07-Jul-2001,215.993
08-Jul-2001,217.113
09-Jul-2001,218.216
10-Jul-2001,219.313
11-Jul-2001,220.411
12-Jul-2001,221.533
13-Jul-2001,222.62
14-Jul-2001,223.681
15-Jul-2001,224.753
16-Jul-2001,225.795
17-Jul-2001,226.808
18-Jul-2001,227.795
19-Jul-2001,228.892
20-Jul-2001,229.996
21-Jul-2001,230.975
22-Jul-2001,231.923
23-Jul-2001,232.845
24-Jul-2001,233.755
25-Jul-2001,234.666
26-Jul-2001,235.58
27-Jul-2001,236.49
28-Jul-2001,237.41
29-Jul-2001,238.345
30-Jul-2001,239.283
31-Jul-2001,240.214
01-Aug-2001,241.152
02-Aug-2001,242.105
03-Aug-2001,243.055
04-Aug-2001,244.01
05-Aug-2001,244.971
06-Aug-2001,245.985
07-Aug-2001,247.003
08-Aug-2001,248.005
09-Aug-2001,249.005
10-Aug-2001,250.012
11-Aug-2001,251.043
12-Aug-2001,252.24
13-Aug-2001,254.604
14-Aug-2001,255.697
15-Aug-2001,256.538
16-Aug-2001,257.405
17-Aug-2001,258.315
18-Aug-2001,259.26
19-Aug-2001,260.235
20-Aug-2001,261.229
21-Aug-2001,262.449
22-Aug-2001,263.678
23-Aug-2001,264.645
24-Aug-2001,265.6
25-Aug-2001,266.652
26-Aug-2001,267.597
27-Aug-2001,269.644
28-Aug-2001,271.077
29-Aug-2001,271.705
30-Aug-2001,272.553
31-Aug-2001,274.758
01-Sep-2001,275.489
02-Sep-2001,275.88
03-Sep-2001,276.666
04-Sep-2001,277.32
05-Sep-2001,277.763
06-Sep-2001,278.459
07-Sep-2001,278.9
08-Sep-2001,279.216
09-Sep-2001,279.55
10-Sep-2001,279.817
11-Sep-2001,280.035
12-Sep-2001,280.415
13-Sep-2001,280.949
14-Sep-2001,281.076
15-Sep-2001,281.245
16-Sep-2001,281.28
17-Sep-2001,281.925
18-Sep-2001,285.176
19-Sep-2001,286.335
20-Sep-2001,285.62
21-Sep-2001,285.06
