Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.01,0.01,0.0
2003-07-05,0.05500000000000001,0.09,0.01
2003-07-06,1.3,3.57,0.09
2003-07-07,5.015000000000001,5.79,3.64
2003-07-08,6.37,6.97,5.81
2003-07-09,7.91,8.42,7.01
2003-07-10,11.465,17.21,8.45
2003-07-11,24.29,28.6,17.52
2003-07-12,33.205,37.39,28.76
2003-07-13,45.59,55.14,37.6
2003-07-14,62.925,64.53,55.61
2003-07-15,60.195,63.86,56.81
2003-07-16,55.475,56.71,55.2
2003-07-17,62.205,70.87,56.0
2003-07-18,79.475,83.41,71.29
2003-07-19,88.68,92.83,83.52
2003-07-20,91.06,92.83,89.22
2003-07-21,85.405,89.09,81.71
2003-07-22,78.03,81.55,74.6
2003-07-23,72.545,74.44,71.84
2003-07-24,66.37,71.75,60.06
2003-07-25,54.33,59.81,49.86
2003-07-26,44.33,49.65,39.38
2003-07-27,34.8,39.17,31.92
2003-07-28,30.055,31.82,29.32
2003-07-29,30.82,32.83,29.44
2003-07-30,37.42,53.49,32.93
2003-07-31,70.54,78.47,54.66
2003-08-01,88.865,93.55,78.94
2003-08-02,91.0,93.57,87.07
2003-08-03,80.68,86.82,76.75
2003-08-04,74.8,76.65,74.05
2003-08-05,73.505,75.74,71.84
2003-08-06,82.75999999999999,100.27,71.98
2003-08-07,135.075,161.64,101.32
2003-08-08,192.28,235.2,162.51
2003-08-09,265.825,270.6,237.41
2003-08-10,249.98,266.94,230.73
2003-08-11,204.345,229.74,183.92
2003-08-12,162.815,183.09,143.95
2003-08-13,119.75999999999999,143.01,101.45
2003-08-14,90.695,100.77,88.23
2003-08-15,91.535,95.69,88.56
2003-08-16,103.69,106.21,96.0
2003-08-17,108.105,110.84,104.47
2003-08-18,118.69,140.89,110.35
2003-08-19,171.10500000000002,191.29,142.43
2003-08-20,205.51,211.86,191.92
2003-08-21,241.04,279.18,212.03
2003-08-22,282.065,285.36,279.01
2003-08-23,427.93999999999994,586.32,286.18
2003-08-24,696.905,734.28,592.26
2003-08-25,716.615,734.6,691.56
2003-08-26,706.065,712.58,692.73
2003-08-27,719.1800000000001,734.84,696.15
2003-08-28,654.665,732.95,547.88
2003-08-29,438.675,542.86,365.3
2003-08-30,300.745,362.46,256.51
2003-08-31,229.635,254.95,209.33
2003-09-01,184.125,208.27,169.03
2003-09-02,173.46,187.51,168.07
2003-09-03,201.99,225.96,188.14
2003-09-04,263.235,287.65,227.59
2003-09-05,290.875,293.68,279.4
2003-09-06,245.07,278.36,214.22
2003-09-07,179.88,212.83,155.38
2003-09-08,139.36,154.5,131.73
2003-09-09,131.88,140.79,129.56
2003-09-10,151.885,153.91,141.47
2003-09-11,150.415,154.22,149.18
2003-09-12,153.09,156.57,142.0
2003-09-13,120.07,141.19,103.78
2003-09-14,90.725,103.18,82.78
2003-09-15,78.61,82.53,77.55
2003-09-16,78.285,82.2,77.31
2003-09-17,88.845,94.0,82.52
2003-09-18,104.665,112.09,94.34
2003-09-19,116.68,125.11,112.07
2003-09-20,140.515,159.08,125.68
2003-09-21,182.79000000000002,208.15,160.25
2003-09-22,256.45500000000004,288.18,209.98
2003-09-23,334.125,378.23,289.43
2003-09-24,410.65,425.45,380.26
2003-09-25,420.645,434.62,413.81
2003-09-26,448.46000000000004,456.42,435.65
2003-09-27,484.0,499.44,457.11
2003-09-28,461.305,498.84,410.77
2003-09-29,356.43,408.32,319.08
2003-09-30,276.935,317.65,240.34
2003-10-01,218.81,239.02,203.28
2003-10-02,185.95,202.4,181.48
2003-10-03,188.16,189.48,183.24
2003-10-04,175.365,187.66,158.35
2003-10-05,133.98,157.39,116.53
2003-10-06,102.68,115.88,92.66
2003-10-07,83.21,92.22,76.94
