Time,Discharge(m^3 s^-1),Max,Min
2002-01-01,1.6099999999999999,1.77,1.48
2002-01-02,1.755,3.61,1.41
2002-01-03,7.444999999999999,8.87,3.78
2002-01-04,8.32,8.87,7.86
2002-01-05,6.99,7.84,6.44
2002-01-06,7.300000000000001,8.5,6.51
2002-01-07,8.649999999999999,8.76,8.19
2002-01-08,7.015000000000001,8.15,6.17
2002-01-09,5.43,6.14,4.74
2002-01-10,4.220000000000001,4.71,3.91
2002-01-11,3.43,3.9,3.07
2002-01-12,3.15,3.65,3.0
2002-01-13,5.109999999999999,6.01,3.69
2002-01-14,5.545,6.01,4.88
2002-01-15,4.1850000000000005,4.85,3.74
2002-01-16,3.3600000000000003,3.72,3.04
2002-01-17,2.66,3.02,2.35
2002-01-18,2.045,2.34,1.82
2002-01-19,1.6099999999999999,1.81,1.47
2002-01-20,1.33,1.46,1.23
2002-01-21,1.145,1.23,1.08
2002-01-22,1.02,1.08,0.98
2002-01-23,0.935,0.97,0.9
2002-01-24,0.87,0.9,0.86
2002-01-25,0.905,0.95,0.86
2002-01-26,1.08,1.21,0.96
2002-01-27,1.2650000000000001,1.28,1.21
2002-01-28,1.145,1.23,1.07
2002-01-29,1.0,1.07,0.94
2002-01-30,0.885,0.94,0.84
2002-01-31,0.81,0.84,0.79
2002-02-01,0.77,0.79,0.76
2002-02-02,0.745,0.76,0.74
2002-02-03,0.725,0.74,0.72
2002-02-04,0.705,0.72,0.69
2002-02-05,0.685,0.69,0.68
2002-02-06,0.665,0.67,0.66
2002-02-07,0.66,0.66,0.66
2002-02-08,0.65,0.66,0.65
2002-02-09,0.655,0.66,0.65
2002-02-10,0.65,0.65,0.65
2002-02-11,0.64,0.65,0.64
2002-02-12,0.63,0.64,0.63
2002-02-13,0.635,0.65,0.63
2002-02-14,0.67,0.69,0.65
2002-02-15,0.725,0.73,0.7
2002-02-16,0.725,0.73,0.72
2002-02-17,0.75,0.77,0.72
2002-02-18,0.75,0.77,0.73
2002-02-19,0.73,0.81,0.72
2002-02-20,1.145,1.35,0.82
2002-02-21,1.495,1.61,1.36
2002-02-22,1.705,1.73,1.62
2002-02-23,1.7,1.73,1.65
2002-02-24,1.625,1.65,1.62
2002-02-25,1.705,1.75,1.65
2002-02-26,1.775,2.94,1.75
2002-02-27,9.995,19.41,3.12
2002-02-28,23.89,24.81,19.89
2002-03-01,16.9,21.5,13.32
2002-03-02,10.485,13.18,8.65
2002-03-03,6.955,8.58,5.85
2002-03-04,5.455,6.33,5.3
2002-03-05,15.41,29.12,6.45
2002-03-06,25.9,30.06,19.84
2002-03-07,14.665,19.6,11.54
2002-03-08,9.67,11.43,9.16
2002-03-09,11.315000000000001,12.0,9.7
2002-03-10,11.399999999999999,12.01,10.67
2002-03-11,45.31,120.47,10.76
2002-03-12,111.21000000000001,128.75,80.3
2002-03-13,52.754999999999995,78.97,36.26
