Time,Discharge(m^3 s^-1),Max,Min
2002-01-01,48.055,53.74,42.39
2002-01-02,60.68,66.24,54.01
2002-01-03,71.445,74.77,66.48
2002-01-04,76.455,76.81,74.88
2002-01-05,74.85,76.6,72.47
2002-01-06,68.575,72.34,64.93
2002-01-07,60.405,64.76,56.61
2002-01-08,52.41,56.45,49.07
2002-01-09,45.595,48.93,42.92
2002-01-10,40.295,42.81,38.39
2002-01-11,36.725,38.31,35.62
2002-01-12,34.705,35.58,33.94
2002-01-13,32.8,33.91,31.73
2002-01-14,30.455,31.68,29.44
2002-01-15,28.43,29.4,27.69
2002-01-16,27.01,27.66,26.55
2002-01-17,26.15,26.53,25.85
2002-01-18,25.5,25.84,25.16
2002-01-19,24.73,25.15,24.35
2002-01-20,23.945,24.34,23.62
2002-01-21,23.3,23.61,23.05
2002-01-22,22.785,23.04,22.58
2002-01-23,22.35,22.57,22.17
2002-01-24,21.965,22.16,21.8
2002-01-25,21.625,21.79,21.48
2002-01-26,21.33,21.48,21.21
2002-01-27,21.085,21.21,20.98
2002-01-28,20.875,20.98,20.78
2002-01-29,20.689999999999998,20.78,20.61
2002-01-30,20.535,20.61,20.47
2002-01-31,20.405,20.46,20.36
2002-02-01,20.31,20.35,20.27
2002-02-02,20.255000000000003,20.27,20.24
2002-02-03,20.244999999999997,20.25,20.24
2002-02-04,20.255000000000003,20.26,20.25
2002-02-05,20.225,20.25,20.19
2002-02-06,20.130000000000003,20.19,20.07
2002-02-07,19.990000000000002,20.06,19.93
2002-02-08,19.86,19.92,19.8
2002-02-09,19.75,19.8,19.71
2002-02-10,19.665,19.71,19.63
2002-02-11,19.595,19.63,19.57
2002-02-12,19.549999999999997,19.57,19.53
2002-02-13,19.515,19.53,19.5
2002-02-14,19.494999999999997,19.5,19.49
2002-02-15,19.475,19.49,19.46
2002-02-16,19.435000000000002,19.46,19.41
2002-02-17,19.375,19.41,19.35
2002-02-18,19.314999999999998,19.35,19.29
2002-02-19,19.259999999999998,19.29,19.24
2002-02-20,19.25,19.28,19.24
2002-02-21,19.38,19.49,19.28
2002-02-22,19.64,19.74,19.5
2002-02-23,19.72,19.75,19.65
2002-02-24,19.555,19.65,19.51
2002-02-25,19.595,19.77,19.51
2002-02-26,20.05,20.27,19.78
2002-02-27,20.475,20.67,20.28
2002-02-28,21.085,21.5,20.68
2002-03-01,21.83,21.93,21.52
2002-03-02,21.755000000000003,21.92,21.55
2002-03-03,21.295,21.54,21.1
2002-03-04,20.965,21.1,20.92
2002-03-05,20.965,21.05,20.92
2002-03-06,21.8,23.27,21.06
2002-03-07,24.52,24.74,23.36
2002-03-08,23.54,24.37,22.99
2002-03-09,22.985,23.34,22.87
2002-03-10,24.16,25.18,23.37
2002-03-11,29.35,34.5,25.26
2002-03-12,37.36,37.84,34.72
2002-03-13,34.075,36.75,31.79
